,OBJECTID,collection_method,created_date,created_user,difficulty,difficulty_max,difficulty_min,difficulty_outlier,last_edited_date,last_edited_user,name,name_common,name_river,name_section,nav_link_aw,notes,reach_id,side_of_river,type,SHAPE
4156,4157,,,,IV+,IV+,,,,,,,San Joaquin,5. Squaw Leap (Kerchoff #1 PH to Kerchoff #2 PH),http://www.americanwhitewater.org/content/River/detail/id/4197/,,4197,,putin,"{'x': -119.55299999999994, 'y': 37.09250000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4157,4158,,,,III-IV+(V+),IV+,III,V+,,,,,Whatcom Creek,Lake Whatcom to Yew St. Bridge,http://www.americanwhitewater.org/content/River/detail/id/4198/,,4198,,putin,"{'x': -122.42617256999995, 'y': 48.75363125800004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4158,4159,,,,I-II(III),II,I,III,,,,,Greenbrier River,9A. Talcott to Willowood Bridge (WV 3&12),http://www.americanwhitewater.org/content/River/detail/id/4199/,,4199,,putin,"{'x': -80.75181987399998, 'y': 37.64919705700004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4159,4160,,,,I(III),I,,III,,,,,Greenbrier River,6. Spring Creek to Anthony,http://www.americanwhitewater.org/content/River/detail/id/4200/,,4200,,putin,"{'x': -80.34649058599996, 'y': 37.95339060800006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4160,4161,,,,I-II,II,I,,,,,,Greenbrier River,7. Ronceverte to Fort Spring,http://www.americanwhitewater.org/content/River/detail/id/4201/,,4201,,putin,"{'x': -80.46778892899994, 'y': 37.74450912200007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4161,4162,,,,I-II,II,I,,,,,,Greenbrier River,8. Fort Spring to Alderson,http://www.americanwhitewater.org/content/River/detail/id/4202/,,4202,,putin,"{'x': -80.54679567199997, 'y': 37.75325184700006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4162,4163,,,,III,III,,,,,,,Carrick Creek,Green Creek Conf. to Pinnacle Lake,http://www.americanwhitewater.org/content/River/detail/id/4203/,,4203,,putin,"{'x': -82.70181110899995, 'y': 35.033218945000044, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4163,4164,,,,III-IV,IV,III,,,,,,Glacier Creek,FR 39 Bridge to NF Nooksack,http://www.americanwhitewater.org/content/River/detail/id/4204/,,4204,,putin,"{'x': -121.90271816199999, 'y': 48.85488430200007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4164,4165,,,,I-II,II,I,,,,,,Indian Creek,Raines Corner to Greenville,http://www.americanwhitewater.org/content/River/detail/id/4205/,,4205,,putin,"{'x': -80.61796065699997, 'y': 37.51888492300003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4165,4166,,,,II-III,III,II,,,,,,"Potomac, North Fork of South Branch",1. Confluence of Laurel Fork and Straight Fork to Cherry Grove,http://www.americanwhitewater.org/content/River/detail/id/4206/,,4206,,putin,"{'x': -79.57014861699997, 'y': 38.57060363800008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4166,4167,,,,II-III,III,II,,,,,,West,1. Londonderry rapids,http://www.americanwhitewater.org/content/River/detail/id/4208/,,4208,,putin,"{'x': -72.80652434099994, 'y': 43.22671779600006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4167,4168,,,,III-V,V,III,,,,,,Tenant Creek,to East Stony Creek,http://www.americanwhitewater.org/content/River/detail/id/4209/,,4209,,putin,"{'x': -74.11730553999996, 'y': 43.348508741000046, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4168,4169,,,,III-V+,V+,III,,,,,,Thorp Creek,East Durham,http://www.americanwhitewater.org/content/River/detail/id/4210/,,4210,,putin,"{'x': -74.12779999999998, 'y': 42.36090593400007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4169,4170,,,,III-IV,IV,III,,,,,,Bark Camp Creek,Ledges (0.37 mile),http://www.americanwhitewater.org/content/River/detail/id/4212/,,4212,,putin,"{'x': -84.30269872199995, 'y': 36.90737210800006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4170,4171,,,,I(II),I,,II,,,,Upper Buffalo River,Buffalo River,Murphy Bridge to Topsy Bridge,http://www.americanwhitewater.org/content/River/detail/id/4213/,,4213,,putin,"{'x': -87.42381213299996, 'y': 35.43752948300005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4171,4172,,,,V,V,,,,,,,Jefferson Creek,Elk Lake to Hamma Hamma,http://www.americanwhitewater.org/content/River/detail/id/4214/,,4214,,putin,"{'x': -123.13529100799997, 'y': 47.57219564800005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4172,4173,,,,IV,IV,,,,,,,Skull Creek,to NF Clearwater,http://www.americanwhitewater.org/content/River/detail/id/4215/,,4215,,putin,"{'x': -115.42902538899995, 'y': 46.861840501000074, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4173,4174,,,,I(II),I,,II,,,,,Rock Creek,1. Rockville to Military Road,http://www.americanwhitewater.org/content/River/detail/id/4216/,,4216,,putin,"{'x': -77.09122334399996, 'y': 39.05349298400006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4174,4175,,,,I-II(III),II,I,III,,,,,Leatherwood Creek (Clay County),Confluence of Right Fork to Elk River near Hartland,http://www.americanwhitewater.org/content/River/detail/id/4217/,,4217,,putin,"{'x': -81.08758999399998, 'y': 38.39003960100007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4175,4176,,,,IV(V),IV,,V,,,,,Pimmit Run,2. Glebe Road to the Potomac,http://www.americanwhitewater.org/content/River/detail/id/4218/,,4218,,putin,"{'x': -77.11795894399995, 'y': 38.92900168700004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4176,4177,,,,I-II,II,I,,,,,,Antietam Creek,1) Upper: Oak Bridge to Hwy.68,http://www.americanwhitewater.org/content/River/detail/id/4219/,,4219,,putin,"{'x': -77.71226471699998, 'y': 39.61060782200008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4177,4178,,,,III-IV+(V+),IV+,III,V+,,,,,Lynn Camp Prong,to confluence with Thunderhead Prong,http://www.americanwhitewater.org/content/River/detail/id/4220/,,4220,,putin,"{'x': -83.63685434799999, 'y': 35.60624837800003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4178,4179,,,,IV,IV,,,,,,,Thunderhead Prong,to confluence with Lynn Camp Prong,http://www.americanwhitewater.org/content/River/detail/id/4221/,,4221,,putin,"{'x': -83.67312687399999, 'y': 35.60515017800003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4179,4180,,,,I-III,III,I,,,,,,Howard Creek,Hart Run to Confluence of the Greenbrier River,http://www.americanwhitewater.org/content/River/detail/id/4222/,,4222,,putin,"{'x': -80.37683482899996, 'y': 37.77285177700003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4180,4181,,,,IV-V(V+),V,IV,V+,,,,Upper Canyon Run,Boulder Creek,02. MM 32 to Blue Bridge,http://www.americanwhitewater.org/content/River/detail/id/4223/,,4223,,putin,"{'x': -105.41303330299996, 'y': 40.00177046500005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4181,4182,,,,V+,V+,,,,,,Dream Canyon,"Boulder Creek, North",01. Switzerland Park to Boulder Falls,http://www.americanwhitewater.org/content/River/detail/id/4224/,,4224,,putin,"{'x': -105.42710274799998, 'y': 40.00581916300007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4182,4183,,,,III-IV(V+),IV,III,V+,,,,,Conasauga Creek,FR 341 to Holly Springs Rd Bridge,http://www.americanwhitewater.org/content/River/detail/id/4225/,,4225,,putin,"{'x': -84.32503383799997, 'y': 35.296067709000056, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4183,4184,,,,I-III,III,I,,,,,,Rich Creek,"US 219 bridge upsteam of Peterstown, WV to Town of Rich Creek, VA",http://www.americanwhitewater.org/content/River/detail/id/4226/,,4226,,putin,"{'x': -80.71647945599995, 'y': 37.43002030400004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4184,4185,,,,III+,III+,,,,,,,Spokane,Post Falls Dam to State Line,http://www.americanwhitewater.org/content/River/detail/id/4228/,,4228,,putin,"{'x': -116.94999999999999, 'y': 47.70230000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4185,4186,,,,I-II,II,I,,,,,Mansfield Bluff Run,"Cadron Creek, East Fork",2) Highway 36 to White Oak Bridge/Highway 107 (9 miles),http://www.americanwhitewater.org/content/River/detail/id/4229/,,4229,,putin,"{'x': -92.12469999999996, 'y': 35.28860000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4186,4187,,,,I-II,II,I,,,,,Rose Bud Run,"Cadron Creek, East Fork",1) Rose Bud to Highway 36 (5.5 miles),http://www.americanwhitewater.org/content/River/detail/id/4230/,,4230,,putin,"{'x': -92.09519999999998, 'y': 35.334700000000055, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4187,4188,,,,I-II,II,I,,,,,Happy Valley Run,"Cadron Creek, East Fork",3) Highway 107 to Hardin Bridge (10 miles),http://www.americanwhitewater.org/content/River/detail/id/4231/,,4231,,putin,"{'x': -92.20369999999997, 'y': 35.274500000000046, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4188,4189,,,,II+,II+,,,,,,,Lee Creek,2) Hwy 220 to NFS Access (2.9 miles),http://www.americanwhitewater.org/content/River/detail/id/4232/,,4232,,putin,"{'x': -94.32759999999996, 'y': 35.703400000000045, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4189,4190,,,,III-V(V+),V,III,V+,,,,,Middle Creek,NC 106 - Park and Huck,http://www.americanwhitewater.org/content/River/detail/id/4233/,,4233,,putin,"{'x': -83.32465849099998, 'y': 35.00815107500006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4190,4191,,,,V+,V+,,,,,,Punchbowls,"Crystal, South Fork",01. Schofield Pass to Crystal,http://www.americanwhitewater.org/content/River/detail/id/4234/,,4234,,putin,"{'x': -107.18712047699995, 'y': 39.07184480600006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4191,4192,,,,V+,V+,,,,,,,Lime Creek,02. 2nd Gorge,http://www.americanwhitewater.org/content/River/detail/id/4235/,,4235,,putin,"{'x': -107.75601305899994, 'y': 37.66270799900008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4192,4193,,,,V,V,,,,,,,Kaaterskill Creek,Along Rte. 23A to Palenville,http://www.americanwhitewater.org/content/River/detail/id/4236/,,4236,,putin,"{'x': -74.03982419599998, 'y': 42.10609166800003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4193,4194,,,,IV-V,V,IV,,,,,,Gragg Prong,Roseboro to Lost Cove Creek,http://www.americanwhitewater.org/content/River/detail/id/4237/,,4237,,putin,"{'x': -81.80002656799996, 'y': 36.02946048200005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4194,4195,,,,IV,IV,,,,,,Alto Alto SBC,"Boulder Creek, South",01. Rollinsville to Pinecliffe,http://www.americanwhitewater.org/content/River/detail/id/4238/,,4238,,putin,"{'x': -105.50415301299995, 'y': 39.91561887100005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4195,4196,,,,II-IV,IV,II,,,,,,Cove Creek,Cascades,http://www.americanwhitewater.org/content/River/detail/id/4239/,,4239,,putin,"{'x': -83.62565348099997, 'y': 35.75402275400006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4196,4197,,,,I-II,II,I,,,,,,Cullasaja,5. Peaceful Cove Rd (NC-1677) to Fulton Rd (NC-1668),http://www.americanwhitewater.org/content/River/detail/id/4240/,,4240,,putin,"{'x': -83.29449771399999, 'y': 35.14184475700006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4197,4198,,,,II(IV),II,,IV,,,,,Warrior Creek,SC 49 to Enoree River,http://www.americanwhitewater.org/content/River/detail/id/4241/,,4241,,putin,"{'x': -81.91531038299996, 'y': 34.60340828000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4198,4199,,,,III-IV(V+),IV,III,V+,,,,,Tanasee Creek,in Pisgah,http://www.americanwhitewater.org/content/River/detail/id/4242/,,4242,,putin,"{'x': -82.94138912999995, 'y': 35.25703600600008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4199,4200,,,,IV-V,V,IV,,,,,,Gee Creek,hike up back to parking area,http://www.americanwhitewater.org/content/River/detail/id/4243/,,4243,,putin,"{'x': -84.52203113199994, 'y': 35.24722713800003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4200,4201,,,,II-III(V),III,II,V,,,,Canyon Section,McCormick's Creek,McCormick's Creek State Park: Bridle Trail to White River (1.5 miles) ** Access Issues **,http://www.americanwhitewater.org/content/River/detail/id/4244/,,4244,,putin,"{'x': -86.71483496099995, 'y': 39.28988155500008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4201,4202,,,,II,II,,,,,,,Bayou Des Arc,Romance to Lake Barnett (7 miles),http://www.americanwhitewater.org/content/River/detail/id/4245/,,4245,,putin,"{'x': -92.00569999999999, 'y': 35.277300000000025, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4202,4203,,,,V+,V+,,,,,,Chief Joseph Trailhead to Fox Creek Campground,Clarks Fork Yellowstone,1. Styx and Stones,http://www.americanwhitewater.org/content/River/detail/id/4246/,,4246,,putin,"{'x': -109.86918179599996, 'y': 45.02294869800005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4203,4204,,,,IV-V(V+),V,IV,V+,,,,,"Gallatin, South Fork West Fork",Ousel Falls to .75 miles downstream,http://www.americanwhitewater.org/content/River/detail/id/4247/,,4247,,putin,"{'x': -111.34169340399995, 'y': 45.238848130000065, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4204,4205,,,,III-IV,IV,III,,,,,,Black Brook,Wilmington Rd. / Rte. 12 to Au Sable Forks,http://www.americanwhitewater.org/content/River/detail/id/4248/,,4248,,putin,"{'x': -73.74319999999994, 'y': 44.45900000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4205,4206,,,,II-V+,V+,II,,,,,,Jenny Creek,Jayville Road to Pitcairn,http://www.americanwhitewater.org/content/River/detail/id/4249/,,4249,,putin,"{'x': -75.21339999999998, 'y': 44.152900000000045, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4206,4207,,,,III-IV,IV,III,,,,,,Meacham Lake Outlet,Rte. 30 Bridge to Rice Brook,http://www.americanwhitewater.org/content/River/detail/id/4250/,,4250,,putin,"{'x': -74.30899999999997, 'y': 44.553600000000074, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4207,4208,,,,IV-V+,V+,IV,,,,,,Mill Creek (Essex County),Moriah Center to Port Henry,http://www.americanwhitewater.org/content/River/detail/id/4251/,,4251,,putin,"{'x': -73.51009999999997, 'y': 44.06150000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4208,4209,,,,IV-V+,V+,IV,,,,,,Negro Brook,Boshart Road to East Road,http://www.americanwhitewater.org/content/River/detail/id/4252/,,4252,,putin,"{'x': -75.56649999999996, 'y': 43.83860000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4209,4210,,,,IV-V+,V+,IV,,,,,,Putnam Creek,Penfield Pond to Factoryville,http://www.americanwhitewater.org/content/River/detail/id/4253/,,4253,,putin,"{'x': -73.53588328999996, 'y': 43.92169161500004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4210,4211,,,,IV-V,V,IV,,,,,,Round Lake Outlet,Round Lake to Bog River,http://www.americanwhitewater.org/content/River/detail/id/4254/,,4254,,putin,"{'x': -74.62599999999998, 'y': 44.114900000000034, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4211,4212,,,,I-II,II,I,,,,,MS HWY 590 to Lux,Okatoma Creek,Seminary to Lux (19 miles),http://www.americanwhitewater.org/content/River/detail/id/4255/,,4255,,putin,"{'x': -89.50443087399998, 'y': 31.562690332000045, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4212,4213,,,,V+,V+,,,,,,,Clear Creek,02. Silverplume to Georgetown,http://www.americanwhitewater.org/content/River/detail/id/4256/,,4256,,putin,"{'x': -105.72199428699997, 'y': 39.69683136900005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4213,4214,,,,IV,IV,,,,,,Upper Clear Creek,Clear Creek,04. Kermit's to Green Bay Rock,http://www.americanwhitewater.org/content/River/detail/id/4257/,,4257,,putin,"{'x': -105.43497733699996, 'y': 39.74540778700003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4214,4215,,,,IV(V+),IV,,V+,,,,BFE,Clear Creek,01. Loveland Ski Area to Silverplume,http://www.americanwhitewater.org/content/River/detail/id/4258/,,4258,,putin,"{'x': -105.89596347699995, 'y': 39.68040784400006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4215,4216,,,,IV+,IV+,,,,,,Park & Huck Spot,Stone's Creek,Small Dam to Pleasant Green Dam on Eno River,http://www.americanwhitewater.org/content/River/detail/id/4259/,,4259,,putin,"{'x': -79.01320832599998, 'y': 36.04890660500007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4216,4217,,,,III-IV,IV,III,,,,,Shoshone,Colorado,"07. Shoshone Power Plant, Exit 123 (I-70) to Grizzly Creek, Exit 121 (I-70)",http://www.americanwhitewater.org/content/River/detail/id/4260/,,4260,,putin,"{'x': -107.22804620999995, 'y': 39.56900415800004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4217,4218,,,,III,III,,,,,,Cameo / Lucky 7,Colorado,12. Big Sur,http://www.americanwhitewater.org/content/River/detail/id/4261/,,4261,,putin,"{'x': -108.26496826099998, 'y': 39.19453518800003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4218,4219,,,,IV,IV,,,,,,Deckers,South Platte,03. Cheeseman Reservoir to Deckers,http://www.americanwhitewater.org/content/River/detail/id/4262/,,4262,,putin,"{'x': -105.33971733599998, 'y': 39.11108209100007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4219,4220,,,,III,III,,,,,,Union Chutes,South Platte,06. Near Union Avenue,http://www.americanwhitewater.org/content/River/detail/id/4263/,,4263,,putin,"{'x': -105.01469141399997, 'y': 39.63190000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4220,4221,,,,III-IV,IV,III,,,,,,Plateau Creek,01. Hwy 65 to I-70,http://www.americanwhitewater.org/content/River/detail/id/4264/,,4264,,putin,"{'x': -108.08192762199997, 'y': 39.188782153000034, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4221,4222,,,,IV,IV,,,,,,,Buzzard Creek,01. 64.30 Rd to Collbran,http://www.americanwhitewater.org/content/River/detail/id/4265/,,4265,,putin,"{'x': -107.85109318699995, 'y': 39.27201991700008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4222,4223,,,,IV,IV,,,,,,Dowd Chute,Eagle,03. Forest Service Visitor Center to Riverbend bus stop,http://www.americanwhitewater.org/content/River/detail/id/4266/,,4266,,putin,"{'x': -106.43528984899996, 'y': 39.59938994700008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4223,4224,,,,V+,V+,,,,,,,Jasper Creek,01. Class II to Boulder Creek,http://www.americanwhitewater.org/content/River/detail/id/4267/,,4267,,putin,"{'x': -105.63606867299995, 'y': 39.96822240800003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4224,4225,,,,IV,IV,,,,,,Left Hand Canyon,Left Hand Creek,James Canyon Drive to Buckingham Park,http://www.americanwhitewater.org/content/River/detail/id/4268/,,4268,,putin,"{'x': -105.34199691699996, 'y': 40.101999256000056, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4225,4226,,,,V,V,,,,,,,Deep Creek,Mowbray to Soddy,http://www.americanwhitewater.org/content/River/detail/id/4269/,,4269,,putin,"{'x': -85.21927368699994, 'y': 35.27562536200003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4226,4227,,,,V+,V+,,,,,,,Brush Creek,Seventh Day Adventist Compound to Roaring Creek,http://www.americanwhitewater.org/content/River/detail/id/4270/,,4270,,putin,"{'x': -85.10484363699999, 'y': 35.48880988800005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4227,4228,,,,IV-V+,V+,IV,,,,,,Little Soddy Creek,Hotwater Rd to Back Valley Rd,http://www.americanwhitewater.org/content/River/detail/id/4271/,,4271,,putin,"{'x': -85.18862175299995, 'y': 35.28276992900004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4228,4229,,,,IV-V,V,IV,,,,,,Board Camp Creek,Jones Gap Rd to Soddy Creek,http://www.americanwhitewater.org/content/River/detail/id/4272/,,4272,,putin,"{'x': -85.23022597799996, 'y': 35.35942341200007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4229,4230,,,,III-IV,IV,III,,,,,,Soak Creek,"Dirt road, off Jewitt Rd to Piney River",http://www.americanwhitewater.org/content/River/detail/id/4273/,,4273,,putin,"{'x': -84.95283842599997, 'y': 35.74719680700008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4230,4231,,,,III-IV,IV,III,,,,,,Dunlap Creek,Jolley Road to Piney River,http://www.americanwhitewater.org/content/River/detail/id/4274/,,4274,,putin,"{'x': -84.94655971699996, 'y': 35.774732622000045, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4231,4232,,,,II-IV+,IV+,II,,,,,,Fields Creek,West of Browns Mill to confluence of Three Fork Creek,http://www.americanwhitewater.org/content/River/detail/id/4275/,,4275,,putin,"{'x': -79.86630433399995, 'y': 39.47830017000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4232,4233,,,,V,V,,,,,,,Middle Creek,Rainbow Lake to Tennessee River,http://www.americanwhitewater.org/content/River/detail/id/4276/,,4276,,putin,"{'x': -85.35988503599998, 'y': 35.131087801000035, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4233,4234,,,,IV-V,V,IV,,,,,,Hurricane Creek,Camp Ground Rd to East Fork Obey,http://www.americanwhitewater.org/content/River/detail/id/4277/,,4277,,putin,"{'x': -85.06975800599997, 'y': 36.19597945000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4234,4235,,,,IV(V+),IV,,V+,,,,Coalbank Creek,Stone Coalbank Creek,Nunley Road to Cartwright Loop Road,http://www.americanwhitewater.org/content/River/detail/id/4278/,,4278,,putin,"{'x': -85.49867228999994, 'y': 35.33022595600005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4235,4236,,,,V,V,,,,,,,Little Hurricane Creek,Muddy Pond Rd. to Hurricane Creek,http://www.americanwhitewater.org/content/River/detail/id/4279/,,4279,,putin,"{'x': -85.09087437799997, 'y': 36.20011821000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4236,4237,,,,I(II),I,,II,,,,Flat Shoal River,Big Sewee,Hwy 58 bridge to Decatur-Watts Bar Rd,http://www.americanwhitewater.org/content/River/detail/id/4280/,,4280,,putin,"{'x': -73.74989999999997, 'y': 44.29660000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4237,4238,,,,V+,V+,,,,,,,Styles Brook,Jay,http://www.americanwhitewater.org/content/River/detail/id/4281/,,4281,,putin,"{'x': -73.74989999999997, 'y': 44.29660000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4238,4239,,,,II+,II+,,,,,,,Rock Creek,Chenal Parkway to Boyle Park (7.2 miles),http://www.americanwhitewater.org/content/River/detail/id/4282/,,4282,,putin,"{'x': -92.44209999999998, 'y': 34.75600000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4239,4240,,,,III+,III+,,,,,,,Thunderhole Creek,Globe Road to Upton,http://www.americanwhitewater.org/content/River/detail/id/4283/,,4283,,putin,"{'x': -81.69472156499995, 'y': 36.106232685000066, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4240,4241,,,,II+,II+,,,,,,,Gulpha Creek,Ridgeway Road to Hwy 270 (2.2 miles),http://www.americanwhitewater.org/content/River/detail/id/4284/,,4284,,putin,"{'x': -93.00643234199998, 'y': 34.49407678000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4241,4242,,,,IV-V,V,IV,,,,,,Turkey Creek,Waucheesi to Tellico River,http://www.americanwhitewater.org/content/River/detail/id/4285/,,4285,,putin,"{'x': -84.15134130799999, 'y': 35.36519105600007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4242,4243,,,,V,V,,,,,,,Laurel Creek,to Tellico just below Turkey Creek Confluence,http://www.americanwhitewater.org/content/River/detail/id/4286/,,4286,,putin,"{'x': -84.19372175799998, 'y': 35.34504387100003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4243,4244,,,,II,II,,,,,,,Deer Creek,Above SR 879 to W. Branch Susquehanna R. confluence,http://www.americanwhitewater.org/content/River/detail/id/4287/,,4287,,putin,"{'x': -73.07854203599999, 'y': 45.52133072200007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4244,4245,,,,III-IV+(V),IV+,III,V,,,,,"Suck Creek, North",above pipeline to Suck Confluence,http://www.americanwhitewater.org/content/River/detail/id/4288/,,4288,,putin,"{'x': -85.39214729399998, 'y': 35.176701868000066, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4245,4246,,,,II(III),II,,III,,,,,"Saline, Middle Fork",Iron Springs to Buffalo Gap Road (1 mile),http://www.americanwhitewater.org/content/River/detail/id/4289/,,4289,,putin,"{'x': -93.07229484599998, 'y': 34.761606527000026, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4246,4247,,,,II-III(IV),III,II,IV,,,,,Bower Creek,Fonferek Falls to Hwy.V (4.3 miles),http://www.americanwhitewater.org/content/River/detail/id/4290/,,4290,,putin,"{'x': -87.93881696799997, 'y': 44.424581842000066, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4247,4248,,,,,,,,,,,,,,http://www.americanwhitewater.org/content/River/detail/id/4292/,,4292,,putin,"{'x': -78.47670315099998, 'y': 43.01196886400004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4248,4249,,,,III,III,,,,,,,Cedar,Palisades-Kepler State Park (PnP),http://www.americanwhitewater.org/content/River/detail/id/4293/,,4293,,putin,"{'x': -91.50658573799996, 'y': 41.90038296900008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4249,4250,,,,II+,II+,,,,,,,Baird Creek,Moon Valley Drive to end of gradient (0.6 mile),http://www.americanwhitewater.org/content/River/detail/id/4294/,,4294,,putin,"{'x': -87.93769956499995, 'y': 44.50128208900003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
4250,4251,,,,I,I,,,,,,,Savage Creek,Savage Gulf,http://www.americanwhitewater.org/content/River/detail/id/4295/,,4295,,putin,"{'x': -85.53872039299995, 'y': 35.43143297300003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
